entry,at,order
"""th3y3ti @ CLMXfwMI0O"" checks",2022-12-01T03:49:24.518Z,166986656451800
"""Rod @ juakLvqGHM"" checks",2022-12-01T03:49:09.839Z,166986654983900
"Flop:  [6♠, J♦, 2♦]",2022-12-01T03:49:04.503Z,166986654450300
"""th3y3ti @ CLMXfwMI0O"" checks",2022-12-01T03:49:03.686Z,166986654368600
"""Rod @ juakLvqGHM"" calls 40",2022-12-01T03:49:02.151Z,166986654215100
"""CStam @ O7yGfPfnlh"" calls 40",2022-12-01T03:48:59.115Z,166986653911500
"""Ruthie @ BQ7aBApX8b"" calls 40",2022-12-01T03:48:42.852Z,166986652285200
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T03:48:37.256Z,166986651725600
"""th3y3ti @ CLMXfwMI0O"" posts a big blind of 40",2022-12-01T03:48:35.490Z,166986651549008
"""Rod @ juakLvqGHM"" posts a small blind of 20",2022-12-01T03:48:35.490Z,166986651549007
"Your hand is 3♦, 2♣, 5♠, 7♥",2022-12-01T03:48:35.490Z,166986651549006
"Player stacks: #1 ""McNeal @ 2VIQ_H6NmI"" (1920) | #3 ""Ruthie @ BQ7aBApX8b"" (510) | #5 ""CStam @ O7yGfPfnlh"" (720) | #9 ""Rod @ juakLvqGHM"" (860) | #10 ""th3y3ti @ CLMXfwMI0O"" (990)",2022-12-01T03:48:35.490Z,166986651549001
"-- starting hand #119 (id: yogfbyrovgrp)  (Pot Limit Omaha Hi) (dealer: ""CStam @ O7yGfPfnlh"") --",2022-12-01T03:48:35.490Z,166986651549000
"-- ending hand #118 --",2022-12-01T03:48:29.490Z,166986650949002
"""Rod @ juakLvqGHM"" collected 280 from pot",2022-12-01T03:48:29.490Z,166986650949001
"Uncalled bet of 80 returned to ""Rod @ juakLvqGHM""",2022-12-01T03:48:29.490Z,166986650949000
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T03:48:28.605Z,166986650860500
"""Rod @ juakLvqGHM"" raises to 120",2022-12-01T03:48:17.058Z,166986649705800
"""CStam @ O7yGfPfnlh"" bets 40",2022-12-01T03:48:10.068Z,166986649006800
"Turn: 2♦, J♠, 2♥ [3♠]",2022-12-01T03:47:52.486Z,166986647248600
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T03:47:51.649Z,166986647164900
"""Rod @ juakLvqGHM"" calls 40",2022-12-01T03:47:47.232Z,166986646723200
"""CStam @ O7yGfPfnlh"" bets 40",2022-12-01T03:47:44.943Z,166986646494300
"Flop:  [2♦, J♠, 2♥]",2022-12-01T03:47:30.183Z,166986645018300
"""Rod @ juakLvqGHM"" checks",2022-12-01T03:47:29.332Z,166986644933200
"""CStam @ O7yGfPfnlh"" calls 40",2022-12-01T03:47:25.539Z,166986644553900
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T03:47:19.633Z,166986643963300
"""McNeal @ 2VIQ_H6NmI"" calls 40",2022-12-01T03:47:18.756Z,166986643875600
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T03:47:17.872Z,166986643787200
"""Rod @ juakLvqGHM"" posts a big blind of 40",2022-12-01T03:47:08.052Z,166986642805208
"""CStam @ O7yGfPfnlh"" posts a small blind of 20",2022-12-01T03:47:08.052Z,166986642805207
"Your hand is J♦, 3♦, 4♦, 7♣",2022-12-01T03:47:08.052Z,166986642805206
"Player stacks: #1 ""McNeal @ 2VIQ_H6NmI"" (1960) | #3 ""Ruthie @ BQ7aBApX8b"" (510) | #5 ""CStam @ O7yGfPfnlh"" (840) | #9 ""Rod @ juakLvqGHM"" (700) | #10 ""th3y3ti @ CLMXfwMI0O"" (990)",2022-12-01T03:47:08.052Z,166986642805201
"-- starting hand #118 (id: tfwiggjjl7yu)  (Pot Limit Omaha Hi) (dealer: ""Ruthie @ BQ7aBApX8b"") --",2022-12-01T03:47:08.052Z,166986642805200
"""th3y3ti @ CLMXfwMI0O"" shows a 9♦, 5♥, 9♥, 5♣.",2022-12-01T03:47:04.159Z,166986642415900
"""McNeal @ 2VIQ_H6NmI"" shows a Q♠, J♣, A♠, K♦.",2022-12-01T03:47:01.460Z,166986642146000
"-- ending hand #117 --",2022-12-01T03:47:00.691Z,166986642069102
"""McNeal @ 2VIQ_H6NmI"" collected 540 from pot",2022-12-01T03:47:00.691Z,166986642069101
"Uncalled bet of 285 returned to ""McNeal @ 2VIQ_H6NmI""",2022-12-01T03:47:00.691Z,166986642069100
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T03:46:59.866Z,166986641986600
"""McNeal @ 2VIQ_H6NmI"" bets 285",2022-12-01T03:46:58.114Z,166986641811400
"""th3y3ti @ CLMXfwMI0O"" checks",2022-12-01T03:46:47.840Z,166986640784000
"Flop:  [8♦, 6♠, J♥]",2022-12-01T03:46:42.877Z,166986640287700
"""th3y3ti @ CLMXfwMI0O"" calls 240",2022-12-01T03:46:42.048Z,166986640204800
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T03:46:41.120Z,166986640112000
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T03:46:25.377Z,166986638537700
"""McNeal @ 2VIQ_H6NmI"" raises to 240",2022-12-01T03:46:24.468Z,166986638446800
"""th3y3ti @ CLMXfwMI0O"" raises to 80",2022-12-01T03:46:16.427Z,166986637642700
"""Rod @ juakLvqGHM"" folds",2022-12-01T03:46:07.678Z,166986636767800
"""CStam @ O7yGfPfnlh"" posts a big blind of 40",2022-12-01T03:46:01.123Z,166986636112308
"""Ruthie @ BQ7aBApX8b"" posts a small blind of 20",2022-12-01T03:46:01.123Z,166986636112307
"Your hand is 9♦, 5♥, 9♥, 5♣",2022-12-01T03:46:01.123Z,166986636112306
"Player stacks: #1 ""McNeal @ 2VIQ_H6NmI"" (1660) | #3 ""Ruthie @ BQ7aBApX8b"" (530) | #5 ""CStam @ O7yGfPfnlh"" (880) | #9 ""Rod @ juakLvqGHM"" (700) | #10 ""th3y3ti @ CLMXfwMI0O"" (1230)",2022-12-01T03:46:01.123Z,166986636112301
"-- starting hand #117 (id: dyytypvs1dhn)  (Pot Limit Omaha Hi) (dealer: ""McNeal @ 2VIQ_H6NmI"") --",2022-12-01T03:46:01.123Z,166986636112300
"-- ending hand #116 --",2022-12-01T03:45:58.198Z,166986635819802
"""CStam @ O7yGfPfnlh"" collected 520 from pot",2022-12-01T03:45:58.198Z,166986635819801
"Uncalled bet of 120 returned to ""CStam @ O7yGfPfnlh""",2022-12-01T03:45:58.198Z,166986635819800
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T03:45:57.325Z,166986635732500
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T03:45:53.246Z,166986635324600
"""CStam @ O7yGfPfnlh"" bets 120",2022-12-01T03:45:51.173Z,166986635117300
"""McNeal @ 2VIQ_H6NmI"" checks",2022-12-01T03:45:33.247Z,166986633324700
"River: 6♦, A♣, 8♣, 10♥ [5♦]",2022-12-01T03:45:31.495Z,166986633149500
"""McNeal @ 2VIQ_H6NmI"" calls 40",2022-12-01T03:45:30.632Z,166986633063200
"""th3y3ti @ CLMXfwMI0O"" calls 40",2022-12-01T03:45:29.745Z,166986632974500
"""CStam @ O7yGfPfnlh"" bets 40",2022-12-01T03:45:14.843Z,166986631484300
"""McNeal @ 2VIQ_H6NmI"" checks",2022-12-01T03:44:57.398Z,166986629739800
"Turn: 6♦, A♣, 8♣ [10♥]",2022-12-01T03:44:55.313Z,166986629531300
"""CStam @ O7yGfPfnlh"" calls 80",2022-12-01T03:44:54.465Z,166986629446500
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T03:44:41.982Z,166986628198200
"""McNeal @ 2VIQ_H6NmI"" calls 80",2022-12-01T03:44:34.084Z,166986627408400
"""th3y3ti @ CLMXfwMI0O"" raises to 80",2022-12-01T03:44:30.563Z,166986627056300
"""CStam @ O7yGfPfnlh"" bets 40",2022-12-01T03:44:16.827Z,166986625682700
"""Ruthie @ BQ7aBApX8b"" checks",2022-12-01T03:44:08.781Z,166986624878100
"""McNeal @ 2VIQ_H6NmI"" checks",2022-12-01T03:43:59.527Z,166986623952700
"Flop:  [6♦, A♣, 8♣]",2022-12-01T03:43:56.582Z,166986623658200
"""Ruthie @ BQ7aBApX8b"" checks",2022-12-01T03:43:55.719Z,166986623571900
"""McNeal @ 2VIQ_H6NmI"" calls 40",2022-12-01T03:43:53.770Z,166986623377000
"""th3y3ti @ CLMXfwMI0O"" calls 40",2022-12-01T03:43:52.911Z,166986623291100
"""Rod @ juakLvqGHM"" folds",2022-12-01T03:43:47.372Z,166986622737200
"""CStam @ O7yGfPfnlh"" calls 40",2022-12-01T03:43:46.471Z,166986622647100
"""Ruthie @ BQ7aBApX8b"" posts a big blind of 40",2022-12-01T03:43:40.454Z,166986622045408
"""McNeal @ 2VIQ_H6NmI"" posts a small blind of 20",2022-12-01T03:43:40.454Z,166986622045407
"Your hand is 5♥, 10♠, 3♥, 3♠",2022-12-01T03:43:40.454Z,166986622045406
"Player stacks: #1 ""McNeal @ 2VIQ_H6NmI"" (1820) | #3 ""Ruthie @ BQ7aBApX8b"" (570) | #5 ""CStam @ O7yGfPfnlh"" (520) | #9 ""Rod @ juakLvqGHM"" (700) | #10 ""th3y3ti @ CLMXfwMI0O"" (1390)",2022-12-01T03:43:40.454Z,166986622045401
"-- starting hand #116 (id: btwkje0hdrat)  (Pot Limit Omaha Hi) (dealer: ""th3y3ti @ CLMXfwMI0O"") --",2022-12-01T03:43:40.454Z,166986622045400
"-- ending hand #115 --",2022-12-01T03:43:37.504Z,166986621750402
"""th3y3ti @ CLMXfwMI0O"" collected 320 from pot",2022-12-01T03:43:37.504Z,166986621750401
"Uncalled bet of 100 returned to ""th3y3ti @ CLMXfwMI0O""",2022-12-01T03:43:37.504Z,166986621750400
"""Rod @ juakLvqGHM"" folds",2022-12-01T03:43:36.692Z,166986621669200
"""th3y3ti @ CLMXfwMI0O"" bets 100",2022-12-01T03:43:24.668Z,166986620466800
"River: 2♥, 10♦, A♥, 3♣ [6♥]",2022-12-01T03:43:18.840Z,166986619884000
"""Rod @ juakLvqGHM"" calls 80",2022-12-01T03:43:18.025Z,166986619802500
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T03:43:16.834Z,166986619683400
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T03:43:15.919Z,166986619591900
"""th3y3ti @ CLMXfwMI0O"" bets 80",2022-12-01T03:43:10.913Z,166986619091300
"Turn: 2♥, 10♦, A♥ [3♣]",2022-12-01T03:42:59.023Z,166986617902300
"""Rod @ juakLvqGHM"" checks",2022-12-01T03:42:58.166Z,166986617816600
"""Ruthie @ BQ7aBApX8b"" checks",2022-12-01T03:42:55.590Z,166986617559000
"""McNeal @ 2VIQ_H6NmI"" checks",2022-12-01T03:42:47.874Z,166986616787400
"""th3y3ti @ CLMXfwMI0O"" checks",2022-12-01T03:42:46.961Z,166986616696100
"Flop:  [2♥, 10♦, A♥]",2022-12-01T03:42:34.539Z,166986615453900
"""McNeal @ 2VIQ_H6NmI"" checks",2022-12-01T03:42:33.677Z,166986615367700
"""th3y3ti @ CLMXfwMI0O"" calls 40",2022-12-01T03:42:32.491Z,166986615249100
"""Rod @ juakLvqGHM"" calls 40",2022-12-01T03:42:23.288Z,166986614328800
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T03:42:18.744Z,166986613874400
"""Ruthie @ BQ7aBApX8b"" calls 40",2022-12-01T03:42:01.755Z,166986612175500
"""McNeal @ 2VIQ_H6NmI"" posts a big blind of 40",2022-12-01T03:41:58.122Z,166986611812208
"""th3y3ti @ CLMXfwMI0O"" posts a small blind of 20",2022-12-01T03:41:58.122Z,166986611812207
"Your hand is 9♠, 4♠, J♠, 5♦",2022-12-01T03:41:58.122Z,166986611812206
"Player stacks: #1 ""McNeal @ 2VIQ_H6NmI"" (1860) | #3 ""Ruthie @ BQ7aBApX8b"" (610) | #5 ""CStam @ O7yGfPfnlh"" (520) | #9 ""Rod @ juakLvqGHM"" (820) | #10 ""th3y3ti @ CLMXfwMI0O"" (1190)",2022-12-01T03:41:58.122Z,166986611812201
"-- starting hand #115 (id: puq0jbrbmykq)  (Pot Limit Omaha Hi) (dealer: ""Rod @ juakLvqGHM"") --",2022-12-01T03:41:58.122Z,166986611812200
"-- ending hand #114 --",2022-12-01T03:41:52.200Z,166986611220002
"""McNeal @ 2VIQ_H6NmI"" collected 300 from pot",2022-12-01T03:41:52.200Z,166986611220001
"Uncalled bet of 80 returned to ""McNeal @ 2VIQ_H6NmI""",2022-12-01T03:41:52.200Z,166986611220000
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T03:41:51.322Z,166986611132200
"""McNeal @ 2VIQ_H6NmI"" bets 80",2022-12-01T03:41:41.200Z,166986610120000
"Flop:  [10♣, 5♣, 4♣]",2022-12-01T03:41:34.913Z,166986609491300
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T03:41:34.098Z,166986609409800
"""Rod @ juakLvqGHM"" folds",2022-12-01T03:41:25.736Z,166986608573600
"""CStam @ O7yGfPfnlh"" calls 120",2022-12-01T03:41:23.840Z,166986608384000
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T03:41:17.639Z,166986607763900
"""McNeal @ 2VIQ_H6NmI"" raises to 120",2022-12-01T03:41:16.744Z,166986607674400
"""th3y3ti @ CLMXfwMI0O"" posts a big blind of 40",2022-12-01T03:41:12.318Z,166986607231810
"""Rod @ juakLvqGHM"" posts a small blind of 20",2022-12-01T03:41:12.318Z,166986607231809
"Your hand is J♣, J♠, 3♦, 9♠",2022-12-01T03:41:12.318Z,166986607231808
"Player stacks: #1 ""McNeal @ 2VIQ_H6NmI"" (1680) | #3 ""Ruthie @ BQ7aBApX8b"" (610) | #5 ""CStam @ O7yGfPfnlh"" (640) | #9 ""Rod @ juakLvqGHM"" (840) | #10 ""th3y3ti @ CLMXfwMI0O"" (1230)",2022-12-01T03:41:12.318Z,166986607231803
"-- starting hand #114 (id: 57rruyn44bnm)  (Pot Limit Omaha Hi) (dealer: ""CStam @ O7yGfPfnlh"") --",2022-12-01T03:41:12.318Z,166986607231802
"The game's big blind was changed from 30 to 40.",2022-12-01T03:41:12.318Z,166986607231801
"The game's small blind was changed from 15 to 20.",2022-12-01T03:41:12.318Z,166986607231800
"-- ending hand #113 --",2022-12-01T03:41:09.294Z,166986606929402
"""Rod @ juakLvqGHM"" collected 270 from pot",2022-12-01T03:41:09.294Z,166986606929401
"Uncalled bet of 90 returned to ""Rod @ juakLvqGHM""",2022-12-01T03:41:09.294Z,166986606929400
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T03:41:08.437Z,166986606843700
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T03:40:49.772Z,166986604977200
"""Rod @ juakLvqGHM"" bets 90",2022-12-01T03:40:41.420Z,166986604142000
"""CStam @ O7yGfPfnlh"" checks",2022-12-01T03:40:30.902Z,166986603090200
"River: 10♥, 4♠, 2♥, 2♣ [9♦]",2022-12-01T03:40:21.754Z,166986602175400
"""Ruthie @ BQ7aBApX8b"" calls 30",2022-12-01T03:40:20.951Z,166986602095100
"""Rod @ juakLvqGHM"" calls 30",2022-12-01T03:40:19.035Z,166986601903500
"""CStam @ O7yGfPfnlh"" bets 30",2022-12-01T03:40:13.852Z,166986601385200
"Turn: 10♥, 4♠, 2♥ [2♣]",2022-12-01T03:39:54.660Z,166986599466000
"""Ruthie @ BQ7aBApX8b"" calls 30",2022-12-01T03:39:53.846Z,166986599384600
"""Rod @ juakLvqGHM"" calls 30",2022-12-01T03:39:51.377Z,166986599137700
"""CStam @ O7yGfPfnlh"" bets 30",2022-12-01T03:39:48.365Z,166986598836500
"Flop:  [10♥, 4♠, 2♥]",2022-12-01T03:39:29.588Z,166986596958800
"""Rod @ juakLvqGHM"" checks",2022-12-01T03:39:28.755Z,166986596875500
"""CStam @ O7yGfPfnlh"" calls 30",2022-12-01T03:39:26.103Z,166986596610300
"""Ruthie @ BQ7aBApX8b"" calls 30",2022-12-01T03:39:16.493Z,166986595649300
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T03:39:13.222Z,166986595322200
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T03:39:12.339Z,166986595233900
"""Rod @ juakLvqGHM"" posts a big blind of 30",2022-12-01T03:39:02.572Z,166986594257208
"""CStam @ O7yGfPfnlh"" posts a small blind of 15",2022-12-01T03:39:02.572Z,166986594257207
"Your hand is 10♦, 4♥, 10♠, 8♥",2022-12-01T03:39:02.572Z,166986594257206
"Player stacks: #1 ""McNeal @ 2VIQ_H6NmI"" (1680) | #3 ""Ruthie @ BQ7aBApX8b"" (700) | #5 ""CStam @ O7yGfPfnlh"" (730) | #9 ""Rod @ juakLvqGHM"" (660) | #10 ""th3y3ti @ CLMXfwMI0O"" (1230)",2022-12-01T03:39:02.572Z,166986594257201
"-- starting hand #113 (id: rbwtpvbrlw6i)  (Pot Limit Omaha Hi) (dealer: ""Ruthie @ BQ7aBApX8b"") --",2022-12-01T03:39:02.572Z,166986594257200
"""CStam @ O7yGfPfnlh"" shows a 3♣, 8♠, 5♠, J♥.",2022-12-01T03:38:59.719Z,166986593971900
"-- ending hand #112 --",2022-12-01T03:38:58.964Z,166986593896402
"""CStam @ O7yGfPfnlh"" collected 240 from pot",2022-12-01T03:38:58.964Z,166986593896401
"Uncalled bet of 100 returned to ""CStam @ O7yGfPfnlh""",2022-12-01T03:38:58.964Z,166986593896400
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T03:38:58.077Z,166986593807700
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T03:38:57.197Z,166986593719700
"""CStam @ O7yGfPfnlh"" bets 100",2022-12-01T03:38:51.058Z,166986593105800
"""Ruthie @ BQ7aBApX8b"" checks",2022-12-01T03:38:42.479Z,166986592247900
"River: K♥, 7♦, 7♠, 6♠ [4♠]",2022-12-01T03:38:36.833Z,166986591683300
"""Ruthie @ BQ7aBApX8b"" calls 30",2022-12-01T03:38:35.995Z,166986591599500
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T03:38:33.390Z,166986591339000
"""th3y3ti @ CLMXfwMI0O"" calls 30",2022-12-01T03:38:32.528Z,166986591252800
"""Rod @ juakLvqGHM"" folds",2022-12-01T03:38:24.931Z,166986590493100
"""CStam @ O7yGfPfnlh"" bets 30",2022-12-01T03:38:17.639Z,166986589763900
"""Ruthie @ BQ7aBApX8b"" checks",2022-12-01T03:38:02.484Z,166986588248400
"Turn: K♥, 7♦, 7♠ [6♠]",2022-12-01T03:37:52.695Z,166986587269500
"""McNeal @ 2VIQ_H6NmI"" checks",2022-12-01T03:37:51.812Z,166986587181200
"""th3y3ti @ CLMXfwMI0O"" checks",2022-12-01T03:37:50.891Z,166986587089100
"""Rod @ juakLvqGHM"" checks",2022-12-01T03:37:46.041Z,166986586604100
"""CStam @ O7yGfPfnlh"" checks",2022-12-01T03:37:43.408Z,166986586340800
"""Ruthie @ BQ7aBApX8b"" checks",2022-12-01T03:37:34.798Z,166986585479800
"Flop:  [K♥, 7♦, 7♠]",2022-12-01T03:37:21.730Z,166986584173000
"""CStam @ O7yGfPfnlh"" checks",2022-12-01T03:37:20.924Z,166986584092400
"""Ruthie @ BQ7aBApX8b"" calls 30",2022-12-01T03:37:12.933Z,166986583293300
"""McNeal @ 2VIQ_H6NmI"" calls 30",2022-12-01T03:37:11.038Z,166986583103800
"""th3y3ti @ CLMXfwMI0O"" calls 30",2022-12-01T03:37:10.128Z,166986583012800
"""Rod @ juakLvqGHM"" calls 30",2022-12-01T03:37:04.321Z,166986582432100
"""CStam @ O7yGfPfnlh"" posts a big blind of 30",2022-12-01T03:36:59.908Z,166986581990808
"""Ruthie @ BQ7aBApX8b"" posts a small blind of 15",2022-12-01T03:36:59.908Z,166986581990807
"Your hand is 8♣, 8♦, 2♦, J♦",2022-12-01T03:36:59.908Z,166986581990806
"Player stacks: #1 ""McNeal @ 2VIQ_H6NmI"" (1710) | #3 ""Ruthie @ BQ7aBApX8b"" (760) | #5 ""CStam @ O7yGfPfnlh"" (550) | #9 ""Rod @ juakLvqGHM"" (690) | #10 ""th3y3ti @ CLMXfwMI0O"" (1290)",2022-12-01T03:36:59.908Z,166986581990801
"-- starting hand #112 (id: w3vocsx1qiei)  (Pot Limit Omaha Hi) (dealer: ""McNeal @ 2VIQ_H6NmI"") --",2022-12-01T03:36:59.908Z,166986581990800
"""th3y3ti @ CLMXfwMI0O"" shows a K♦, 9♥, J♠, 3♣.",2022-12-01T03:36:56.891Z,166986581689100
"""McNeal @ 2VIQ_H6NmI"" shows a 7♥, 8♥, 10♥, 6♥.",2022-12-01T03:36:54.607Z,166986581460700
"Undealt cards: 10♠, 2♦, J♦, 6♣ [A♥]",2022-12-01T03:36:53.875Z,166986581387500
"-- ending hand #111 --",2022-12-01T03:36:52.576Z,166986581257602
"""Rod @ juakLvqGHM"" collected 300 from pot",2022-12-01T03:36:52.576Z,166986581257601
"Uncalled bet of 300 returned to ""Rod @ juakLvqGHM""",2022-12-01T03:36:52.576Z,166986581257600
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T03:36:51.706Z,166986581170600
"""Rod @ juakLvqGHM"" bets 300",2022-12-01T03:36:19.327Z,166986577932700
"Turn: 10♠, 2♦, J♦ [6♣]",2022-12-01T03:36:03.403Z,166986576340300
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T03:36:02.547Z,166986576254700
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T03:36:01.661Z,166986576166100
"""th3y3ti @ CLMXfwMI0O"" calls 90",2022-12-01T03:36:00.783Z,166986576078300
"""Rod @ juakLvqGHM"" bets 90",2022-12-01T03:35:48.890Z,166986574889000
"""Ruthie @ BQ7aBApX8b"" checks",2022-12-01T03:35:44.873Z,166986574487300
"""McNeal @ 2VIQ_H6NmI"" checks",2022-12-01T03:35:34.473Z,166986573447300
"Flop:  [10♠, 2♦, J♦]",2022-12-01T03:35:32.456Z,166986573245600
"""Ruthie @ BQ7aBApX8b"" checks",2022-12-01T03:35:31.611Z,166986573161100
"""McNeal @ 2VIQ_H6NmI"" calls 30",2022-12-01T03:35:28.835Z,166986572883500
"""th3y3ti @ CLMXfwMI0O"" calls 30",2022-12-01T03:35:27.939Z,166986572793900
"""Rod @ juakLvqGHM"" calls 30",2022-12-01T03:35:21.654Z,166986572165400
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T03:35:19.364Z,166986571936400
"""Ruthie @ BQ7aBApX8b"" posts a big blind of 30",2022-12-01T03:35:03.605Z,166986570360508
"""McNeal @ 2VIQ_H6NmI"" posts a small blind of 15",2022-12-01T03:35:03.605Z,166986570360507
"Your hand is K♦, 9♥, J♠, 3♣",2022-12-01T03:35:03.605Z,166986570360506
"Player stacks: #1 ""McNeal @ 2VIQ_H6NmI"" (1740) | #3 ""Ruthie @ BQ7aBApX8b"" (790) | #5 ""CStam @ O7yGfPfnlh"" (550) | #9 ""Rod @ juakLvqGHM"" (510) | #10 ""th3y3ti @ CLMXfwMI0O"" (1410)",2022-12-01T03:35:03.605Z,166986570360501
"-- starting hand #111 (id: k3jttnndq0qy)  (Pot Limit Omaha Hi) (dealer: ""th3y3ti @ CLMXfwMI0O"") --",2022-12-01T03:35:03.605Z,166986570360500
"Undealt cards: 2♠, 3♣, 6♣, 4♠ [5♦]",2022-12-01T03:35:01.006Z,166986570100600
"""McNeal @ 2VIQ_H6NmI"" shows a 4♦, 4♥, 8♠, 3♠.",2022-12-01T03:34:57.666Z,166986569766600
"-- ending hand #110 --",2022-12-01T03:34:56.997Z,166986569699702
"""McNeal @ 2VIQ_H6NmI"" collected 450 from pot",2022-12-01T03:34:56.997Z,166986569699701
"Uncalled bet of 225 returned to ""McNeal @ 2VIQ_H6NmI""",2022-12-01T03:34:56.997Z,166986569699700
"""th3y3ti @ CLMXfwMI0O"" folds",2022-12-01T03:34:56.153Z,166986569615300
"""Rod @ juakLvqGHM"" folds",2022-12-01T03:34:55.206Z,166986569520600
"""McNeal @ 2VIQ_H6NmI"" bets 225",2022-12-01T03:34:45.581Z,166986568558100
"""th3y3ti @ CLMXfwMI0O"" checks",2022-12-01T03:34:38.557Z,166986567855700
"Turn: 2♠, 3♣, 6♣ [4♠]",2022-12-01T03:34:29.256Z,166986566925600
"""McNeal @ 2VIQ_H6NmI"" calls 90",2022-12-01T03:34:28.416Z,166986566841600
"""th3y3ti @ CLMXfwMI0O"" calls 90",2022-12-01T03:34:25.314Z,166986566531400
"""Rod @ juakLvqGHM"" bets 90",2022-12-01T03:34:23.043Z,166986566304300
"""McNeal @ 2VIQ_H6NmI"" checks",2022-12-01T03:34:13.528Z,166986565352800
"""th3y3ti @ CLMXfwMI0O"" checks",2022-12-01T03:34:11.356Z,166986565135600
"Flop:  [2♠, 3♣, 6♣]",2022-12-01T03:34:06.902Z,166986564690200
"""Rod @ juakLvqGHM"" calls 60",2022-12-01T03:34:06.030Z,166986564603000
"""McNeal @ 2VIQ_H6NmI"" calls 60",2022-12-01T03:34:04.172Z,166986564417200
"""th3y3ti @ CLMXfwMI0O"" raises to 60",2022-12-01T03:33:59.092Z,166986563909200
"""Rod @ juakLvqGHM"" calls 30",2022-12-01T03:33:54.180Z,166986563418000
"""CStam @ O7yGfPfnlh"" folds",2022-12-01T03:33:52.772Z,166986563277200
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T03:33:45.438Z,166986562543800
"""McNeal @ 2VIQ_H6NmI"" posts a big blind of 30",2022-12-01T03:33:37.805Z,166986561780508
"""th3y3ti @ CLMXfwMI0O"" posts a small blind of 15",2022-12-01T03:33:37.805Z,166986561780507
"Your hand is 9♣, 10♥, A♠, K♠",2022-12-01T03:33:37.805Z,166986561780506
"Player stacks: #1 ""McNeal @ 2VIQ_H6NmI"" (1440) | #3 ""Ruthie @ BQ7aBApX8b"" (790) | #5 ""CStam @ O7yGfPfnlh"" (550) | #9 ""Rod @ juakLvqGHM"" (660) | #10 ""th3y3ti @ CLMXfwMI0O"" (1560)",2022-12-01T03:33:37.805Z,166986561780501
"-- starting hand #110 (id: sot2l9jkxpny)  (Pot Limit Omaha Hi) (dealer: ""Rod @ juakLvqGHM"") --",2022-12-01T03:33:37.805Z,166986561780500
"Undealt cards: 6♥, 10♥, J♠, J♣ [3♥]",2022-12-01T03:33:34.318Z,166986561431800
"""th3y3ti @ CLMXfwMI0O"" shows a 9♥, 10♠, Q♣, A♠.",2022-12-01T03:33:32.919Z,166986561291900
"-- ending hand #109 --",2022-12-01T03:33:31.198Z,166986561119802
"""th3y3ti @ CLMXfwMI0O"" collected 120 from pot",2022-12-01T03:33:31.198Z,166986561119801
"Uncalled bet of 100 returned to ""th3y3ti @ CLMXfwMI0O""",2022-12-01T03:33:31.198Z,166986561119800
"""Rod @ juakLvqGHM"" folds",2022-12-01T03:33:30.376Z,166986561037600
"""Ruthie @ BQ7aBApX8b"" folds",2022-12-01T03:33:26.612Z,166986560661200
"""McNeal @ 2VIQ_H6NmI"" folds",2022-12-01T03:33:25.691Z,166986560569100
"""th3y3ti @ CLMXfwMI0O"" bets 100",2022-12-01T03:33:22.617Z,166986560261700
"""Rod @ juakLvqGHM"" checks",2022-12-01T03:33:18.370Z,166986559837000
"Turn: 6♥, 10♥, J♠ [J♣]",2022-12-01T03:33:13.256Z,166986559325600
"""Ruthie @ BQ7aBApX8b"" checks",2022-12-01T03:33:12.441Z,166986559244100
"""McNeal @ 2VIQ_H6NmI"" checks",2022-12-01T03:33:08.916Z,166986558891600
"""th3y3ti @ CLMXfwMI0O"" checks",2022-12-01T03:33:07.993Z,166986558799300
"""Rod @ juakLvqGHM"" checks",2022-12-01T03:33:07.125Z,166986558712500
